text,length
"Đây là xe e ạ, e rất xin lỗi vì đã làm ảnh hưởng đến các anh chị. Hôm đấy đi học muộn nên vội quá, mong mọi người bỏ qua cho e",126
ôi trời ơi e,12
"Nguyễn Việt Hà
Bắc Giang nghĩa tình nè a",40
Lan Anh,7
tộc Bắc Ninh 2 :)))))),22
Tân sinh viên,13
"F**** C*** PTIT chính thức tuyền tv nha ae, ae dk theo link này nha:
https://forms.gle/Jt6ap1p2PhhfPtLQ8",104
"Vâng cả con Airblade xám dấu tên nào đấy, đi học nhớ đem theo ý thức và nhận thức dùm ạ. Xin cảm ơn",99
"Đại Kiên
chill đi anh <('')",27
"Nguyễn Hoàng Linh
giống xe tk ngáo sáng gặp lắm",47
Chia buồn em cùng gia đình,26
"trường mình k có tiktok trẻ PTIT ạ
 (tiện thể cho e xin in4 mấy ac hot tiktoker trường mình)",92
"Đăng Dương
callmeduong nhé",26
"Nguyen
a này gần 100k fl tít tót",32
"Yến Nhi
bạn này nhé",19
Thanh Tú,8
MinhMinhMinh,12
Leminhtrungran ạ,16
"Hồng Minh
bạn này nha",21
"Hồng Minh
bạn này tiktoker đại diện cho trẻ 36 ptit b ah",56
Đây nha,7
"Lương Đức Anh
đây nhé",21
"Trg mik có tik mà, bạn cứ lên ttok gõ trẻ ptit là ra",52
có trẻ ptit mà b ơi,19
trẻ ptit nè b,13
"Hồng Minh
tiktoker phố nhất Thanh Hoá nha.",42
"Lê Vân
bạn e muốn lên trẻ PTIT mà kb ib cho ai để dc lên",56
"Phạm Minh
đây nhé:))",20
"Hải Đăng
haidang486 nhé",23
"Phan Tuấn Kiệt
bạn này nhé bạn
Trùm khoe múi tik tok",52
"Nguyễn Mạnh
tiktoker đời đầu",28
"Than Nguyen
idol này nhé các em",31
xin phép thả anh bạn Than Nguyen 1 tiktoker trẻ đầy tham vọng ở đây,67
"Đoàn Trang
đây ạaa",18
"Đoàn Trang
đây ạ",16
_h30._7,7
TikTok mình 2 follow được không ạ,33
Tùng Đinh,9
"Hồng Minh
chị này nhé",21
đùa :))),8
"Nguyễn Công
bờ rô công nha b",28
bọn tớ lay bọn tớ lay,21
nhanh nhanh các b oi,20
lẹ lên k hết hàng,17
Fl điiiiii,10
Tiktoker này đc k b,19
"Phạm V. Nghĩa
anh này nhé",25
"Tạ Quân
:))",11
"Mình có bạn
Adam Mỏne
rất nổi tiếng trong trường nhé, là con người chung thuỷ và yêu thương trẻ con bạn có thể làm quen",119
"Nguyễn Hoang Anh
giới thiệu cho bạn idol youngking đi",53
"Top 1:
Trang Ngô
Top 2:
Đặng Nhi
Top 3:
Anh Thuw
Bn ko cần khách sao đâu",72
"Top 1:
Linh Hoàng
Top 2:
Hiểu Quyên
Top 3:
Hoànn Đỗ
nhé e",57
"Đăng Dương
tiktoker đây",23
Top 1 ptit ok,13
"Hiền Mai
bạn này ạ",18
Nguyễn Đức Huy,14
"Hoàng Nam
em ak",15
Hải Đỗ,6
"Hỏi anh
Minh Quyền
nhé em
anh có bộ sưu tập, e có thể hỏi cả anh
Phan Trọng Trung
cho legit vì anh vs 2 anh này xem cùng nhau",125
Đây em,6
"vl thuần tíc tốc
Đỗ Tùng
bạn cứ search sinh viên bưu điện là ra nhé",67
Lý do Thủ đô 6h30 sáng nhưng trời vẫn tối đen.… Xem thêm,56
Khó lắm,7
Mong cho về sớm chứ thứ 4 k về nổi,34
có bão gì hả:),14
"Phải chịuuuu, đừng có kêu",25
"https://baomoi.com/bao-ragasa-cuong-do-co-the-manh-hon...
Căng",62
"phải phải phải phải chịuuuuu, đừng có kêu",41
vẽ thôi,7
Tôi đi học 50km đây ko kêu các ông kêu gì . Bão tôi trèo thuyền đến đón các ông,79
Thông báo đi trường ơi e đang ở quê sẵn rồi,43
"Doanh Tran
phải",15
Sợ mất điểm cc hơn sợ bão,25
Vội lên trường ơi,17
nhanh trường ơi e về quê luôn,29
Chỉ có học onl thôi nhé,23
"Phải gì, phải gì",16
Trg có thông báo nghỉ r kìa,27
có thấy bão j đâu tr,20
Ê thấy mấy trg cho nghỉ,23
Khoa học thêm tí văn học vào thì thô cũng thành thâ'm=))))),59
chắc mình hơi nhạy cảm,22
"Alo, em có phải Người tham gia ẩn danh không?",45
Alo em có phải anonymous participant không,42
"Hwa Nie
chắc t bị nhạy cảm",26
Điều kiện là nhà bạn phải nuôi 1 con chó cao bằng bộ pc,55
bộ pc để ở chộ nào trong thư viện v,35
đừng hút shisa là được,22
Không hút shisa là đc,21
Ko hút shisha là đc bn oii,26
giờ không nhìn chữ bộ pc bình thường được nữa r,47
Phải cao bằng Bộ pc,19
Vũ Minh,7
"Bộ PC trường đỉnh vl
( chắc trường sẽ tặng tôi hộp khô gà tất nhiên là miễn phí rồi )",85
Tôi tìm mãi không thấy phòng thư viện ở chộ nào,47
viết hoa chữ Bộ có ý gì ấy,26
dkm con chó này m thích trêu anh t k,36
Thư viện chộ nào vậy bạn ? Có lộn đồ không vậy bạn ?,52
Alo em người tham gia ẩn danh phải không ?,42
"Để sử dụng PC trong Thư viện bạn cần đáp ứng 2 điều kiện sau đây nhé
1. Bạn là sinh viên PTIT
2. Bạn thực hiện đầy đủ quy trình CHECK IN và gửi đồ trong video này nha: https://www.facebook.com/share/v/19RLQPvCBN/?mibextid=wwXIfr
Ngoài ra chúng mình cũng có lưu ý quy tắc sử dụng khu vực máy tính trong video, bạn chú ý theo dõi nhé!
Chúc bạn học tập tốt!",354
Xuân Dũng Lê,12
Mẹ lý biết mẹ lý buồn,21
"Quy định khi sử dụng bộ pc
1. Không được nhả khói",49
"Có được mang chó vào thư viện kh ạ,con chó của em chỉ cao bằng Bộ pc",68
né shisha,9
"Trần Duy Anh
dùng, dùng như nào v doanh",39
"Hoàng Đức
cmt hài bc",20
"Vũ Khang
bộ pc ở chộ nào vậy",28
"Văn Cường
điều kiện gì bạn mềnh",31
Khen bộ pc trường được tặng 1 hộp khô gà dán đè tem tất nhiên là miễn phí nhé,77
Là phải có con chó cao bằng bộ pc,33
ttg shop,8
"Nguyễn Thế Hùng
bộ pc chỗ nào cu",32
"Đức Huy
tìm ngay ip con npc này",31
Cần PC liên hệ mình nhé mình sinh viên trường luôn,50
"Alo, em có phải Annoymous participant không?
Ui ơi… em đừng có chối
Thông tin về tên
, địa chỉ nhà
, trường học
, ở đâu
, bố mẹ tên là gì
… anh có cả ở đây rồi
có cần anh đọc cho nghe một số thông tin không?…
Annoymous participant ơi… em còn trẻ quá
, hơn con anh có mấy tuổi à
Sao e lại làm thế…
Còn cả tương lai đằng trước…
thích anh cho người đến tận nhà nói chuyện với bố mẹ em đấy à??",389
ip đặt ở 120 an liễng,21
Nà ná na na,11
Phải nâng cao bộ pc sao cho bằng con chó là đc,46
Alo người tham gia ẩn danh đấy à e,34
"Nguyễn Đức Duy Mạnh
=)))) quậy nữa r đó",39
Vào thư viện bắt buộc phải cập nhập khuôn mặt trên slink ạ hay có các nào khác vào thư viện nữa không mọi người,111
=)))))))))) chết cười,21
"Bình Minh
bộ pc ở chộ nào thế t k thấy",38
"Alo, em có phải Người tham gia ẩn danh không?
Ui ơi… em đừng có chối
Thông tin về tên
, địa chỉ nhà
, trường học
, ở đâu
, bố mẹ tên là gì
… anh có cả ở đây rồi
có cần anh đọc cho nghe một số thông tin không?…
ơi… em còn trẻ quá
, hơn con anh có mấy tuổi à
Sao e lại làm thế…
Còn cả tương lai đằng trước…
thích anh cho người đến tận nhà nói chuyện với bố mẹ em đấy à??",368
"Alo, Người tham gia ẩn danh phải không em?
Ui ơi… em đừng có chối
Thông tin về tên
, địa chỉ nhà
, trường học
, ở đâu
, bố mẹ tên là gì
… anh có cả ở đây rồi
có cần anh đọc cho nghe một số thông tin không?…
ơi… em còn trẻ quá
, hơn con anh có mấy tuổi à
Sao e lại làm thế…
Còn cả tương lai đằng trước…
thích anh cho người đến tận nhà nói chuyện với bố mẹ em đấy à??",365
Ui em đừng có chối,18
trường hài ác =)))),19
Waifu đầu đời,13
Vch thật sự có luôn,19
ghê v :)) trong đó sẽ có j,26
Nhóm này cứ cuối tuần lại tổ chức team building ở fes chắc luôn,63
"Triệu TuấnAnh
có niềm đam mê mãnh liệt với cosplay bạn ấy cầu xin được 1 chân qtv box ạ",87
Mình chỉ biết code thôi thì có đc vào k ạ,41
Mình vô nma mình chỉ biết chụp hình thì có đc k ạ,49
Vào phong trào có dc không ạ,28
Vào cos con người đc không ạ,28
Xin 1 chân photographer,23
"Hắc Diệp
add a vào đi",21
Không cos mà thích cosplay có được k ạ,38
Minh Duy,8
"Trangg Thuu
xin 1 chân",22
xin vô ngắm ạ,13
Tôi xin chân vào ngắm,21
"Giang An Lan
ứng 1 slot kìa",27
"Chị
Nguyễn Khánh
vào đê",23
Chấm chấm,9
Cho xin 1 chân vô ngắm zí còn cốt lê thì hên xui,48
Huong Giang,11
"Tanh Đặng
xin 2 chân",20
"Chu Quang Đức
kìa",17
"Võ Hoàng Nam
đúng nghề của m rồi",32
Không ở ptit vô dc k b,22
"Hanh Camap
bạn này xin vào ạ=)",30
K cos nma vào có đc k,21
Xin zô :))),11
"Uyên Trịnh
Anh Duong
cho 2 em xinh gái này vào với c ơi",55
"Đạt Nguyễn
Nguyễn Trần Đăng Quân
2 slot",39
Vô với,6
Nghèo vào đ ko,14
"Đỗ Tiến Dũng
vô đi cu",21
"Nguyen Tran
xin slot ạ",22
Phạm Tùng Dương,15
"Phạm Văn Chính
yes yes yes",26
"Khai Duong Nam
rủ b vào đi",26
"Đạt Nguyễn
cho bạn này vào với ạ",32
"Hoàng Quân
ko cos mà xin vào xem đc ko bay'",43
"Nguyễn Đình Huỳnh
tôi nghĩ này hợp ông đấy",42
"Huyền Trang
bạn này rất muốn vào ạ",34
Em xin sl ạ năm sau e ms vô trg,31
Cho xin 1 chân zô group đc khum ạ,33
"cho b mình apply với
Thu Ngân Nguyễn",36
Chuyên đi staff thì có được vào không ạ,39
"Quang Anh Pham
Nguyen Huu Anh Tai
vào săn onlyfan nè 2 thầy",59
"Minh Đức
Bé Thảo
alooo :)))",27
Em xin 1 slot ạ,15
"Hoàng Tùng
onlyfan anime ne`",28
Xin chân,8
xin 1 chân với :Đ,17
K cos vô xem đc k ạ,19
Xin chân ạ,10
code thì có được tính k ạ,25
Xin 1 slot,10
Em xin 1 slot vào bám chân được k ah,36
mình xin 1 slot ngắm géi đc khum ạ,34
Cos sinh viên PTIT được vô ko ạ,31
K cos vào hóng đc k ạ,21
"Tuấn Phùng
ứng chân staff đi e",30
"Hoàng Hiển
cosplay hầu gái",26
"Quang Anh Nguyen
co-founder à?",30
Tuyển trống ko hay chỉ tuyển mái,32
"Cham Anh
kìa",12
xin sốt xin sốt,15
Xin slot,8
Mik vô đk,9
"Hie Ptr
hot coser",17
"Tuấn Nguyễn Viết
boi phố này vào dc k b",39
"Nguyễn Duy Anh
hỏi ai quen TR thì +)jt vào mồm nó 1 phát",56
"Xin 1 slot làm osin với
Chuyên bê đồ, giữ đồ",44
xin 1 slot vô làm trùm cuối ạ,29
"Nguyễn Huy Đức
Đinh Đức
ae nộp cv xem có dc tuyển thẳng k",57
"Hie Ptr
vội luôn",16
"Mai Sơn
Quang
nộp cv đi",23
"Nguyễn Long
ú",13
"Vũ Xuân Việt
này",16
Xin 1 chân với daica,20
"Bạn
Nguyễn NhậtAnh
eo di bi ti wibu chúa nhà giàu muốn kiếm em ghệ cosplay alime",80
"Huong Giang
xin 1 slot ạ=))",27
"bọn mình xin 3 slot
Bình Minh
Trương Thanh Hà",45
Xin slot vs ạ,13
"Lam Trần
vào chưa bếch t vào hóng với",37
Vào xem thôi được khom,22
Mình xin slot ạ,15
CHO EM VÀO VỚI,14
"Giang An Lan
:)))",17
cho mik xi slot với,19
"Tuan Vu
bạn mình xin vào ạ bạn mình ngại k dám nhắn",51
"Em và bạn
Tu Yatomiya
xin ứng ạ",31
"Lê Dũng
kìa hầu gái đi cu",25
Vch đỉnh =)),12
Xin xì lốt ạ,12
"Cảnh Hiệp
có a này",18
Chia buồn em cùng gia đình,26
"Viet Anh
phải",13
"Đặng Thuỳ
hít",13
"Trần Thị Thảo
hóng hóng",23
"NT Ngọc Hà
hóng kể a với",24
Chưa ngồi ấm đeet mà trường nhiều drama quá bị ngợp,51
Vụ j z,6
Sao dạo này lắm phốt thí,24
"bạn
Minhh Trang
lm bên zalo",27
"Nguyen Anh Tu
bên hentaiZ làm gì nó thế",39
"Triệu TuấnAnh
anh à",19
"Tùng Đinh
:))))",15
"Chắc chắn là
Trieu Cong Minh
làm bên Zaloplay rồi, a này bịp bundle champ của bạn đúng k",88
"bạn
Tân Bùi
làm bên Zimax mobai sống chuẩn lên b nhé",52
xin lửa chứ tối cổ quá,22
"Bạn T này
Nguyễn Toàn",21
"Nguyễn Chính
chắc chán là bạn trính",35
z là zen lít à mn,17
"Phương Thuỷ
T là Thuỷ à bạn",27
"Đoán vội bạn
Thanh Thủy
làm Za sư",33
cộng đồng phốt ptit,19
"Toàn
hiểu chưa?",15
Trg này hay :)),15
Lê Thông,8
"Có chuyện gì nói thẳng, để ẩn danh còn sợ ạ ?",45
"Thuỳ Trang
m à",14
"Tuy k bên Z nma bạn
Khắc Thịnh
cũng ngang ngửa",46
Trường dạo này nhộn nhịp thật hị hị,35
"Tùng Bùi
hư quá",15
xin lửa :)),11
"Huy Đức
Zễ... Thương phải k thầy",32
Hóng thế:),10
Tôi đã làm gì mak bị nnay,25
"Phạm Minh
idol em xin lửa cái",29
"Phạm Tùng Dương
hay
Trung Hải",29
hóng bài dài,12
Tớ xin lỗi vì làm bên Zalo,26
Mới vào trường mà gi tnay,25
Mưa đi sấm chớp làm gì,22
"Duc Anh
ăn cháo đá bát =))) quen k ông",38
"Gì
có lẽ nào
Anh Thuw",21
"Tu Yatomiya
…",13
Nhắc cả L suốt ngày lùa gà mấy em đi ạ. Sinh viên mới vào trường học clc mà tư vấn học toeic để chạy kpi hay gì. Rồi giờ mất tiền bỏ không,138
"Trần Trọng Thái
xin lỗi ngta chưa ?",35
Xin lửa,7
"Hoàng Thái
đk?
Du Bùi
phải dạy lại nhân viên nhé",48
Mưa thì mưa luôn đi cứ sấm chớp suốt,36
Dạo này hóng drm page này cũng đủ no,36
"ôi bạn
Tu
ơi bạn làm bên Zalo đúng ko",37
May k phải bạn V làm cho Z,26
Z nè c có thắc mắc gì nhỉ -.-,29
À mấy bạn t1 trước làm bên zeus đúng không.,43
Dnay lắm lửa thế ạ,18
nấp sau cái ẩn danh ngầu quá ạ,30
"thả nhẹ các em này
Ling Diệu Nguyễn
Đ.Hồng Duyên
Minh Tan
Hồng Hà Nguyễn
Đỗ Thanh Thúy
Chu My Duyen
Khánh Linh
Lan Anh Nguyễn Cảnh",130
"Trang Linh
kệ mẹ drm, lót dép hóng đáp án shcd",46
"Khương Thị Liên
chị này tốt vl,quan tâm hv",42
"Bể phốt ptit, xin lỗi vì bạn tôi có lớn kh có khôn
Thành Nguyễn",63
"Nguyễn Nhungg
chị ơi
Trần Thị Thanh Dung
bảo chị cẩn thận",57
"Update tình hình là chúng tôi đã làm lành rồi
Nhấn vào ảnh để biết thêm chi tiết
#… Xem thêm",92
Dc bạn ạ mình đỗ suốt k bị nói j,32
"Nguyen Hai Dang
chịu r:))",25
chắc là được b ơi mình cũng hay đỗ ở đấy,40
"Dư Thị Thúy Hằng
chị đánh con mẹc tới trường đỗ đâu v",53
Được nha. Mh đỗ suốt á cậu,26
bạn là người vừa lừa 500tr đko ??,33
Đỗ đâu cung đc á. Mình hay đỗ ở góc sân,39
"Trần Ngọc
Nohara Shinnosuke
t đỗ suốt mà không thấy ai thu phí, chắc free nhỉ",77
Mình hay để ké lắm ksao đâu b =)),33
"Bạn
Nguyễn Bá Tuấn
này đỗ suốt mà bạn",37
Đã thu tiền để xe ôtô của khách và bảo vệ đã bị phạt.,53
Mình hay đỗ ở trước cửa lớp cho tiện ra về và đi lại,52
"Take Bin
đỗ đc ko bro :))))",27
"Nguyệt Lang
m bỏ ẩn danh ra cu",30
"Cứ để đi , nay tôi đỗ con VxR có làm sao đâu",44
máy bay trực thăng còn đỗ đc ô tô đã là j,41
"Được nha mình đỗ
suốt",21
"Mình còn đỗ cả trực thăng, trường cho đỗ mà",43
"bạn
Nguyễn NhậtAnh
dân thủ đô Hà Nội gốc có mấy căn nhà nội thành , vừa có bằng ô tô xong, ngày nào cũng phóng con mẹc đến nhà các bạn tỉnh lẻ nghèo rách đón các bạn đi học bảo là : mình để xe đấy suốt mà có ai bảo gì đâu.",222
Được nha trường có cả cổng trời cho hsinh đỗ trực thăng đó bạn,62
Đc mà ô tô là 30k 1 lần để,26
Có mình hay đỗ ở trên cổng trời toà a2 đấy bạn,46
Nhà gần hố bom,14
Khiếp nhà giầu vậy có ca oto cho con đi hoc,43
mình k để ở sân trường mình để ở bãi dưới hội trường nên không biết,67
Đỗ đc mà bạn,12
"Nguyễn Công Vinh
vẫn hãi quả gửi xe 110k...",43
"Ngô ĐứcAnh
em hỏi phải k",24
"Tưởng thế là hay
#Panda",23
"Pass áo 50k Size XXL
Đống Đa",28
Sao có 50k thz,14
còn ko vậy,10
"Kiều Nguyễn
Nguyễn Ngọc Ánh
có vẻ mới",37
size j v b,10
side bn v ạ,11
Để cho mình bạn ơi,18
Hawai Dannie,12
Còn k b,7
36k đi sốp,10
Tưởng pass áo T1,16
XL vào việc b,13
36k thì ib nhé,14
10k bay nhanh,13
Còn k bạn,9
"Nam Nguyễn
36k chốt luôn",24
"Mất giá quá,",12
Size j v chủ tus,16
5k vào việc,11
Còn ib tôi luôn nhé,19
Bước đg cùng r hả,17
Dắt vậy 36k vào việc,20
"Nhật Trang
đang thiếu áo, cậu pass bạn này nhé",46
còn k b,7
còn không ạ,11
Còn không ạ =)),15
"70k ship vô miền nam luôn đc ko bạn, mình muốn quá",50
"Còn ko b, xíu mình qua lấy luôn;)",33
"Phạm Trường
cần gì mua, vào tạm phòng học nào đấy thể nào cungz có người để quên mà",83
Có 4xl k,8
Con ko tôi lấy,14
còn ko ạ,8
Có 3xl không ạ,14
size m thì mua,14
còn ko tôi mua giá 65k đc ko,28
"Trần Mai Huế
mua 2 cái cho dễ thay đổi này :)))",47
Áo trường mất giá vcl,21
Iqoo z9 turbo ước gì,20
"a có 2 cái, cmt a gửi số zalo kết bạn a ở dưới văn quán",55
20k thôi 50k 3 cái nhé=)),25
"Huy Hoàngg
pass áo kìa",22
còn k bạn,9
Chia buồn em cùng gia đình,26
"TẢN MẠN
Giữa lúc nhiều sinh viên tiếp tục đánh giá thấp đủ thứ và cho rằng môi trường quanh ta đang đi xuống. Chỉ vì chuyện học phí hoặc cách tính điểm xét tuyển.
Giữa lúc sinh viên PTIT đang bị chính đồng môn trong trường coi là ""sinh viên bổ túc"", thầy cô thì chẳng dám ngẩng mặt lên nhìn ai mỗi giờ lên lớp .... Chỉ vì dăm ba câu comment của nghĩa quân Ao Sen.
Thì xã hội vẫn chuyển động, thị trường lao động vẫn chuyển dịch. Và yêu cầu chất lượng nhân lực ngày một tăng lên.
Đâu đó vẫn có những lớp học miễn phí nhờ những hợp tác hiệu quả của nhà trường với doanh nghiệp. Cũng như nhiều cơ hội học bổng trong hợp tác quốc tế (nếu các bạn có quan tâm).
Và rất nhiều thứ free khác nữa nếu ta biết tận dụng...
-----------
Kết thúc lớp học, thầy và thầy Kiên cũng biết là mình không làm được gì nhiều, lớp quá đông, vào ra quá phức tạp, và sức các thầy nói thật là cũng có hạn.
Nhưng thầy vẫn hy vọng cộng đồng sinh viên yêu thích lập trình PTIT hãy coi đây là một bước khởi đầu, và sẽ mạnh mẽ tiến về phía trước. Chúng ta thua kém các bạn tài năng đâu đó ở trường nào đó với xuất phát điểm đầu vào, nhưng chưa chắc đã thua kém ở đích đến đầu ra.
Các bạn sau này chắc chắn sẽ giỏi hơn các thầy, chỉ cần luôn tự tin về chính mình và quyết tâm cao hơn nữa.
Ngoài lề chút thì nếu có nói xấu thầy cô trường lớp thì cũng trong chỉ nên tán gẫu vỉa hè thôi nhé, đừng post ra cộng đồng tuyển dụng hay hợp tác doanh nghiệp. Rất nhiều người đang cố gắng làm tốt, và sẽ làm được tốt hơn nữa, đem lại nhiều giá trị hơn nữa cho sinh viên, nếu các bạn cũng biết trân trọng và đồng hành với những nỗ lực đó.
Ngược lại, chúng ta sẽ mất tất cả với sự thiếu tự tin hay đáng sợ hơn nữa là ""sự hằn học"" của ""người trong một nhà""
------------
Chúc tuần mới vui vẻ!
Trích nguyên văn thầy Nguyễn Mạnh Sơn - Khoa CNTT).
Mình thích học thầy nhưng không đăng ký kịp",1839
